station,date,run_hour_utc,lead_label,hrrr_tmax_f,obs_tmax_f,error_f
KAUS,2026-04-25,12,12z (~6h lead),89.29995239257816,90.0,-0.7000476074218369
KBOS,2026-04-25,12,12z (~6h lead),48.88328369140629,49.0,-0.11671630859370907
KDCA,2026-04-25,12,12z (~6h lead),63.795850830078166,63.0,0.7958508300781659
KDFW,2026-04-25,12,12z (~6h lead),90.42495239257816,88.0,2.424952392578163
KHOU,2026-04-25,12,12z (~6h lead),89.42580078125005,88.0,1.4258007812500466
KJFK,2026-04-25,12,12z (~6h lead),51.25446289062504,50.0,1.2544628906250423
KLAS,2026-04-25,12,12z (~6h lead),78.49995239257817,77.0,1.499952392578166
KLAX,2026-04-25,12,12z (~6h lead),64.11330078125005,66.0,-1.8866992187499534
KMIA,2026-04-25,12,12z (~6h lead),82.85828369140629,85.0,-2.1417163085937148
KMSP,2026-04-25,12,12z (~6h lead),61.28745239257817,57.0,4.287452392578167
KMSY,2026-04-25,12,12z (~6h lead),76.44578369140629,83.0,-6.554216308593709
KOKC,2026-04-25,12,12z (~6h lead),76.69995239257817,73.0,3.6999523925781688
KORD,2026-04-25,12,12z (~6h lead),53.749952392578166,56.0,-2.250047607421834
KPHL,2026-04-25,12,12z (~6h lead),58.11696289062504,56.0,2.1169628906250395
KPHX,2026-04-25,12,12z (~6h lead),84.79995239257816,85.0,-0.20004760742183691
KSAT,2026-04-25,12,12z (~6h lead),90.64995239257817,88.0,2.6499523925781716
KSEA,2026-04-25,12,12z (~6h lead),59.937452392578166,64.0,-4.062547607421834
KSFO,2026-04-25,12,12z (~6h lead),55.788300781250044,59.0,-3.2116992187499562
KATL,2026-04-25,18,18z (~2-3h lead),70.28338745117192,75.0,-4.716612548828081
KAUS,2026-04-25,18,18z (~2-3h lead),90.2496655273438,90.0,0.24966552734379377
KBOS,2026-04-25,18,18z (~2-3h lead),47.93318603515629,49.0,-1.0668139648437105
KDCA,2026-04-25,18,18z (~2-3h lead),62.00002563476566,63.0,-0.9999743652343369
KDFW,2026-04-25,18,18z (~2-3h lead),88.84588745117192,88.0,0.8458874511719188
KHOU,2026-04-25,18,18z (~2-3h lead),87.19568603515629,88.0,-0.8043139648437148
KJFK,2026-04-25,18,18z (~2-3h lead),43.733387451171915,50.0,-6.2666125488280855
KLAS,2026-04-25,18,18z (~2-3h lead),77.93338745117191,77.0,0.9333874511719102
KLAX,2026-04-25,18,18z (~2-3h lead),65.82502563476567,66.0,-0.17497436523433407
KMIA,2026-04-25,18,18z (~2-3h lead),83.60002563476567,85.0,-1.3999743652343284
KMSP,2026-04-25,18,18z (~2-3h lead),61.22466552734379,57.0,4.224665527343788
KMSY,2026-04-25,18,18z (~2-3h lead),80.22068603515629,83.0,-2.779313964843709
KOKC,2026-04-25,18,18z (~2-3h lead),71.81614501953129,73.0,-1.183854980468709
KORD,2026-04-25,18,18z (~2-3h lead),56.37068603515629,56.0,0.3706860351562895
KPHL,2026-04-25,18,18z (~2-3h lead),51.42502563476567,56.0,-4.574974365234333
KPHX,2026-04-25,18,18z (~2-3h lead),85.23105590820316,85.0,0.23105590820316024
KSAT,2026-04-25,18,18z (~2-3h lead),89.61855590820316,88.0,1.618555908203163
KSEA,2026-04-25,18,18z (~2-3h lead),62.91216552734379,64.0,-1.087834472656212
KSFO,2026-04-25,18,18z (~2-3h lead),55.16614501953129,59.0,-3.8338549804687077
KATL,2026-04-26,12,12z (~6h lead),82.08303344726566,84.0,-1.916966552734337
KAUS,2026-04-26,12,12z (~6h lead),87.70803344726566,88.0,-0.2919665527343369
KBOS,2026-04-26,12,12z (~6h lead),54.39583862304691,55.0,-0.6041613769530869
KDCA,2026-04-26,12,12z (~6h lead),56.88303344726567,58.0,-1.1169665527343327
KDFW,2026-04-26,12,12z (~6h lead),81.63303344726566,84.0,-2.3669665527343398
KHOU,2026-04-26,12,12z (~6h lead),84.67053344726567,86.0,-1.3294665527343312
KJFK,2026-04-26,12,12z (~6h lead),52.720533447265666,57.0,-4.279466552734334
KLAS,2026-04-26,12,12z (~6h lead),67.68303344726567,68.0,-0.3169665527343284
KLAX,2026-04-26,12,12z (~6h lead),64.42053344726567,66.0,-1.5794665527343312
KMIA,2026-04-26,12,12z (~6h lead),84.67454345703129,88.0,-3.325456542968709
KMSP,2026-04-26,12,12z (~6h lead),63.408033447265666,64.0,-0.5919665527343341
KMSY,2026-04-26,12,12z (~6h lead),81.62083862304692,84.0,-2.3791613769530784
KOKC,2026-04-26,12,12z (~6h lead),86.13303344726566,86.0,0.13303344726566024
KORD,2026-04-26,12,12z (~6h lead),61.27053344726566,60.0,1.270533447265663
KPHL,2026-04-26,12,12z (~6h lead),53.39553344726566,61.0,-7.604466552734337
KPHX,2026-04-26,12,12z (~6h lead),75.78303344726567,79.0,-3.216966552734334
KSAT,2026-04-26,12,12z (~6h lead),86.02053344726566,88.0,-1.979466552734337
KSEA,2026-04-26,12,12z (~6h lead),62.058033447265665,68.0,-5.9419665527343355
KSFO,2026-04-26,12,12z (~6h lead),57.10803344726567,62.0,-4.891966552734331
KATL,2026-04-26,18,18z (~2-3h lead),81.24708374023442,84.0,-2.752916259765584
KAUS,2026-04-26,18,18z (~2-3h lead),88.7335522460938,88.0,0.7335522460937938
KBOS,2026-04-26,18,18z (~2-3h lead),53.00958374023442,55.0,-1.9904162597655812
KDCA,2026-04-26,18,18z (~2-3h lead),55.716340332031294,58.0,-2.2836596679687062
KDFW,2026-04-26,18,18z (~2-3h lead),82.7492993164063,84.0,-1.2507006835937062
KHOU,2026-04-26,18,18z (~2-3h lead),84.3242993164063,86.0,-1.6757006835937034
KJFK,2026-04-26,18,18z (~2-3h lead),54.022083740234415,57.0,-2.9779162597655855
KLAS,2026-04-26,18,18z (~2-3h lead),71.49561889648442,68.0,3.495618896484416
KLAX,2026-04-26,18,18z (~2-3h lead),63.84929931640629,66.0,-2.150700683593712
KMIA,2026-04-26,18,18z (~2-3h lead),85.08328979492191,88.0,-2.9167102050780898
KMSP,2026-04-26,18,18z (~2-3h lead),67.2460522460938,64.0,3.2460522460937966
KMSY,2026-04-26,18,18z (~2-3h lead),83.8413403320313,84.0,-0.15865966796870623
KOKC,2026-04-26,18,18z (~2-3h lead),85.74708374023442,86.0,-0.2529162597655841
KORD,2026-04-26,18,18z (~2-3h lead),58.528840332031294,60.0,-1.4711596679687062
KPHL,2026-04-26,18,18z (~2-3h lead),54.35958374023441,61.0,-6.640416259765587
KPHX,2026-04-26,18,18z (~2-3h lead),76.5288403320313,79.0,-2.4711596679687062
KSAT,2026-04-26,18,18z (~2-3h lead),89.2960522460938,88.0,1.2960522460937938
KSEA,2026-04-26,18,18z (~2-3h lead),65.5585522460938,68.0,-2.4414477539062034
KSFO,2026-04-26,18,18z (~2-3h lead),57.66179931640629,62.0,-4.338200683593712
KATL,2026-04-27,12,12z (~6h lead),77.60368774414067,76.0,1.6036877441406716
KAUS,2026-04-27,12,12z (~6h lead),86.49118774414066,89.0,-2.5088122558593398
KBOS,2026-04-27,12,12z (~6h lead),56.910554199218794,58.0,-1.0894458007812062
KDCA,2026-04-27,12,12z (~6h lead),70.85368774414067,70.0,0.8536877441406716
KDFW,2026-04-27,12,12z (~6h lead),89.41618774414067,93.0,-3.5838122558593284
KHOU,2026-04-27,12,12z (~6h lead),83.01055419921879,88.0,-4.989445800781212
KJFK,2026-04-27,12,12z (~6h lead),66.35368774414067,68.0,-1.6463122558593284
KLAS,2026-04-27,12,12z (~6h lead),71.52868774414067,72.0,-0.47131225585933123
KLAX,2026-04-27,12,12z (~6h lead),64.89118774414067,66.0,-1.108812255859334
KMIA,2026-04-27,12,12z (~6h lead),82.44118774414066,88.0,-5.558812255859337
KMSP,2026-04-27,12,12z (~6h lead),59.041187744140665,58.0,1.0411877441406645
KMSY,2026-04-27,12,12z (~6h lead),85.59118774414067,85.0,0.5911877441406688
KOKC,2026-04-27,12,12z (~6h lead),88.40368774414067,90.0,-1.5963122558593312
KORD,2026-04-27,12,12z (~6h lead),64.7855541992188,68.0,-3.2144458007812062
KPHL,2026-04-27,12,12z (~6h lead),69.16618774414067,73.0,-3.8338122558593284
KPHX,2026-04-27,12,12z (~6h lead),79.62868774414066,83.0,-3.371312255859337
KSAT,2026-04-27,12,12z (~6h lead),88.62868774414066,89.0,-0.3713122558593369
KSEA,2026-04-27,12,12z (~6h lead),56.11618774414067,57.0,-0.8838122558593327
KSFO,2026-04-27,12,12z (~6h lead),57.578687744140666,63.0,-5.421312255859334
KATL,2026-04-27,18,18z (~2-3h lead),74.21506469726566,76.0,-1.7849353027343398
KAUS,2026-04-27,18,18z (~2-3h lead),87.56164062500004,89.0,-1.438359374999962
KBOS,2026-04-27,18,18z (~2-3h lead),55.311329345703165,58.0,-2.6886706542968355
KDCA,2026-04-27,18,18z (~2-3h lead),70.83632934570316,70.0,0.8363293457031631
KDFW,2026-04-27,18,18z (~2-3h lead),89.58664062500004,93.0,-3.4133593749999562
KHOU,2026-04-27,18,18z (~2-3h lead),88.16132934570317,88.0,0.16132934570316593
KJFK,2026-04-27,18,18z (~2-3h lead),68.02382934570316,68.0,0.023829345703163085
KLAS,2026-04-27,18,18z (~2-3h lead),72.29448974609379,72.0,0.2944897460937881
KLAX,2026-04-27,18,18z (~2-3h lead),64.49914062500004,66.0,-1.500859374999962
KMIA,2026-04-27,18,18z (~2-3h lead),85.31609008789067,88.0,-2.6839099121093284
KMSP,2026-04-27,18,18z (~2-3h lead),57.524140625000044,58.0,-0.47585937499995623
KMSY,2026-04-27,18,18z (~2-3h lead),85.46132934570316,85.0,0.4613293457031631
KOKC,2026-04-27,18,18z (~2-3h lead),89.73632934570317,90.0,-0.26367065429683123
KORD,2026-04-27,18,18z (~2-3h lead),65.28664062500005,68.0,-2.7133593749999534
KPHL,2026-04-27,18,18z (~2-3h lead),70.49882934570317,73.0,-2.5011706542968284
KPHX,2026-04-27,18,18z (~2-3h lead),81.18198974609379,83.0,-1.818010253906209
KSAT,2026-04-27,18,18z (~2-3h lead),89.73198974609379,89.0,0.7319897460937881
KSEA,2026-04-27,18,18z (~2-3h lead),58.095814208984415,57.0,1.0958142089844145
KSFO,2026-04-27,18,18z (~2-3h lead),58.240064697265666,63.0,-4.759935302734334
KATL,2026-04-28,12,12z (~6h lead),70.45153320312504,67.0,3.451533203125038
KAUS,2026-04-28,12,12z (~6h lead),84.73903320312505,91.0,-6.260966796874953
KBOS,2026-04-28,12,12z (~6h lead),49.65858886718754,52.0,-2.3414111328124605
KDCA,2026-04-28,12,12z (~6h lead),70.90488403320316,63.0,7.90488403320316
KDFW,2026-04-28,12,12z (~6h lead),88.67653320312505,85.0,3.6765332031250466
KHOU,2026-04-28,12,12z (~6h lead),89.80488403320317,88.0,1.804884033203166
KJFK,2026-04-28,12,12z (~6h lead),67.42963378906254,65.0,2.4296337890625352
KLAS,2026-04-28,12,12z (~6h lead),74.95153320312504,77.0,-2.048466796874962
KLAX,2026-04-28,12,12z (~6h lead),66.97963378906255,69.0,-2.0203662109374534
KMIA,2026-04-28,12,12z (~6h lead),83.40463378906254,86.0,-2.5953662109374562
KMSP,2026-04-28,12,12z (~6h lead),50.76403320312504,57.0,-6.235966796874962
KMSY,2026-04-28,12,12z (~6h lead),86.65488403320316,84.0,2.6548840332031602
KOKC,2026-04-28,12,12z (~6h lead),62.98225830078129,68.0,-5.0177416992187105
KORD,2026-04-28,12,12z (~6h lead),56.726533203125044,64.0,-7.273466796874956
KPHL,2026-04-28,12,12z (~6h lead),67.42963378906254,64.0,3.4296337890625352
KPHX,2026-04-28,12,12z (~6h lead),83.83903320312504,87.0,-3.160966796874959
KSAT,2026-04-28,12,12z (~6h lead),90.92653320312505,92.0,-1.0734667968749534
KSEA,2026-04-28,12,12z (~6h lead),54.70153320312504,56.0,-1.298466796874962
KSFO,2026-04-28,12,12z (~6h lead),58.75153320312504,66.0,-7.248466796874958
KATL,2026-04-28,18,18z (~2-3h lead),65.45484130859379,67.0,-1.5451586914062148
KAUS,2026-04-28,18,18z (~2-3h lead),87.34262817382816,91.0,-3.6573718261718398
KBOS,2026-04-28,18,18z (~2-3h lead),50.63455932617192,52.0,-1.3654406738280827
KDCA,2026-04-28,18,18z (~2-3h lead),66.84972045898442,63.0,3.8497204589844216
KDFW,2026-04-28,18,18z (~2-3h lead),85.52472045898442,85.0,0.5247204589844188
KHOU,2026-04-28,18,18z (~2-3h lead),89.44705932617191,88.0,1.4470593261719102
KJFK,2026-04-28,18,18z (~2-3h lead),65.48455932617192,65.0,0.48455932617191877
KLAS,2026-04-28,18,18z (~2-3h lead),77.10512817382816,77.0,0.10512817382816309
KLAX,2026-04-28,18,18z (~2-3h lead),68.18455932617192,69.0,-0.8154406738280784
KMIA,2026-04-28,18,18z (~2-3h lead),84.15955932617192,86.0,-1.840440673828084
KMSP,2026-04-28,18,18z (~2-3h lead),54.651380615234416,57.0,-2.348619384765584
KMSY,2026-04-28,18,18z (~2-3h lead),85.86222045898441,84.0,1.8622204589844102
KOKC,2026-04-28,18,18z (~2-3h lead),66.91942871093754,68.0,-1.080571289062462
KORD,2026-04-28,18,18z (~2-3h lead),60.16942871093754,64.0,-3.830571289062462
KPHL,2026-04-28,18,18z (~2-3h lead),64.43888061523441,64.0,0.43888061523441024
KPHX,2026-04-28,18,18z (~2-3h lead),85.59442871093754,87.0,-1.4055712890624648
KSAT,2026-04-28,18,18z (~2-3h lead),91.73012817382816,92.0,-0.2698718261718369
KSEA,2026-04-28,18,18z (~2-3h lead),55.055128173828166,56.0,-0.9448718261718341
KSFO,2026-04-28,18,18z (~2-3h lead),59.64972045898442,66.0,-6.350279541015581
KATL,2026-04-29,12,12z (~6h lead),77.57061889648442,83.0,-5.429381103515581
KAUS,2026-04-29,12,12z (~6h lead),82.31934936523442,80.0,2.319349365234416
KBOS,2026-04-29,12,12z (~6h lead),51.87326782226567,50.0,1.8732678222656673
KDCA,2026-04-29,12,12z (~6h lead),71.27061889648442,62.0,9.270618896484422
KDEN,2026-04-29,12,12z (~6h lead),60.35811889648441,58.0,2.358118896484413
KDFW,2026-04-29,12,12z (~6h lead),64.40811889648441,69.0,-4.59188110351559
KHOU,2026-04-29,12,12z (~6h lead),83.19561889648442,87.0,-3.8043811035155812
KJFK,2026-04-29,12,12z (~6h lead),64.14928100585942,62.0,2.1492810058594216
KLAS,2026-04-29,12,12z (~6h lead),80.38311889648442,82.0,-1.6168811035155812
KLAX,2026-04-29,12,12z (~6h lead),70.27789428710942,70.0,0.27789428710941877
KMIA,2026-04-29,12,12z (~6h lead),82.99039428710941,84.0,-1.0096057128905898
KMSP,2026-04-29,12,12z (~6h lead),50.70684936523442,55.0,-4.293150634765581
KMSY,2026-04-29,12,12z (~6h lead),87.35811889648441,86.0,1.358118896484413
KOKC,2026-04-29,12,12z (~6h lead),68.90811889648441,68.0,0.9081188964844102
KORD,2026-04-29,12,12z (~6h lead),53.969349365234415,57.0,-3.0306506347655855
KPHL,2026-04-29,12,12z (~6h lead),69.31076782226566,66.0,3.3107678222656602
KPHX,2026-04-29,12,12z (~6h lead),88.37061889648442,91.0,-2.629381103515584
KSAT,2026-04-29,12,12z (~6h lead),82.43184936523441,84.0,-1.568150634765587
KSEA,2026-04-29,12,12z (~6h lead),60.808118896484416,66.0,-5.191881103515584
KSFO,2026-04-29,12,12z (~6h lead),60.245618896484416,66.0,-5.754381103515584
KATL,2026-04-29,18,18z (~2-3h lead),81.47724731445317,83.0,-1.522752685546834
KAUS,2026-04-29,18,18z (~2-3h lead),82.94177978515629,80.0,2.9417797851562852
KBOS,2026-04-29,18,18z (~2-3h lead),48.727937011718794,50.0,-1.2720629882812062
KDCA,2026-04-29,18,18z (~2-3h lead),64.3654370117188,62.0,2.3654370117187966
KDEN,2026-04-29,18,18z (~2-3h lead),58.30224731445317,58.0,0.30224731445316877
KDFW,2026-04-29,18,18z (~2-3h lead),65.4205639648438,69.0,-3.5794360351562062
KHOU,2026-04-29,18,18z (~2-3h lead),90.47724731445317,87.0,3.477247314453166
KJFK,2026-04-29,18,18z (~2-3h lead),60.44177978515629,62.0,-1.5582202148437077
KLAS,2026-04-29,18,18z (~2-3h lead),81.7330639648438,82.0,-0.26693603515620623
KLAX,2026-04-29,18,18z (~2-3h lead),69.44177978515629,70.0,-0.5582202148437148
KMIA,2026-04-29,18,18z (~2-3h lead),82.9279370117188,84.0,-1.0720629882812034
KMSP,2026-04-29,18,18z (~2-3h lead),53.790437011718794,55.0,-1.2095629882812062
KMSY,2026-04-29,18,18z (~2-3h lead),86.3029370117188,86.0,0.3029370117187966
KOKC,2026-04-29,18,18z (~2-3h lead),69.07406738281254,68.0,1.0740673828125438
KORD,2026-04-29,18,18z (~2-3h lead),51.439747314453165,57.0,-5.5602526855468355
KPHL,2026-04-29,18,18z (~2-3h lead),64.48974731445317,66.0,-1.5102526855468312
KPHX,2026-04-29,18,18z (~2-3h lead),89.21156738281255,91.0,-1.7884326171874534
KSAT,2026-04-29,18,18z (~2-3h lead),90.22406738281254,84.0,6.224067382812535
KSEA,2026-04-29,18,18z (~2-3h lead),64.07056396484379,66.0,-1.9294360351562148
KSFO,2026-04-29,18,18z (~2-3h lead),60.09043701171879,66.0,-5.909562988281209
KATL,2026-04-30,12,12z (~6h lead),74.0569165039063,75.0,-0.9430834960937062
KAUS,2026-04-30,12,12z (~6h lead),78.21941650390629,72.0,6.219416503906288
KBOS,2026-04-30,12,12z (~6h lead),49.53191650390629,56.0,-6.468083496093712
KDCA,2026-04-30,12,12z (~6h lead),68.34506958007816,70.0,-1.6549304199218398
KDEN,2026-04-30,12,12z (~6h lead),46.550611572265666,46.0,0.5506115722656659
KDFW,2026-04-30,12,12z (~6h lead),63.03191650390629,64.0,-0.9680834960937119
KHOU,2026-04-30,12,12z (~6h lead),89.01941650390629,89.0,0.019416503906285243
KJFK,2026-04-30,12,12z (~6h lead),55.325611572265665,60.0,-4.6743884277343355
KLAS,2026-04-30,12,12z (~6h lead),82.4944165039063,84.0,-1.5055834960937062
KLAX,2026-04-30,12,12z (~6h lead),67.55756958007817,70.0,-2.442430419921834
KMIA,2026-04-30,12,12z (~6h lead),85.67006958007816,87.0,-1.329930419921837
KMSP,2026-04-30,12,12z (~6h lead),48.09506958007817,52.0,-3.9049304199218327
KMSY,2026-04-30,12,12z (~6h lead),79.73811157226567,77.0,2.738111572265666
KOKC,2026-04-30,12,12z (~6h lead),71.35691650390629,68.0,3.356916503906291
KORD,2026-04-30,12,12z (~6h lead),55.888111572265665,56.0,-0.1118884277343355
KPHL,2026-04-30,12,12z (~6h lead),62.01941650390629,66.0,-3.9805834960937077
KPHX,2026-04-30,12,12z (~6h lead),90.9319165039063,93.0,-2.0680834960937062
KSAT,2026-04-30,12,12z (~6h lead),81.59441650390629,77.0,4.594416503906288
KSEA,2026-04-30,12,12z (~6h lead),69.33191650390629,75.0,-5.668083496093715
KSFO,2026-04-30,12,12z (~6h lead),59.20691650390629,66.0,-6.793083496093708
KATL,2026-04-30,18,18z (~2-3h lead),72.92669799804692,75.0,-2.0733020019530812
KAUS,2026-04-30,18,18z (~2-3h lead),74.96867187500004,72.0,2.968671875000041
KBOS,2026-04-30,18,18z (~2-3h lead),53.06374633789066,56.0,-2.936253662109337
KDCA,2026-04-30,18,18z (~2-3h lead),68.65169799804691,70.0,-1.348302001953087
KDEN,2026-04-30,18,18z (~2-3h lead),48.08117187500004,46.0,2.081171875000038
KDFW,2026-04-30,18,18z (~2-3h lead),62.833833007812544,64.0,-1.1661669921874562
KHOU,2026-04-30,18,18z (~2-3h lead),91.15169799804691,89.0,2.151697998046913
KJFK,2026-04-30,18,18z (~2-3h lead),58.78383300781254,60.0,-1.2161669921874605
KLAS,2026-04-30,18,18z (~2-3h lead),83.63117187500004,84.0,-0.36882812499996476
KLAX,2026-04-30,18,18z (~2-3h lead),67.30169799804692,70.0,-2.6983020019530812
KMIA,2026-04-30,18,18z (~2-3h lead),84.62669799804692,87.0,-2.3733020019530784
KMSP,2026-04-30,18,18z (~2-3h lead),49.976697998046916,52.0,-2.023302001953084
KMSY,2026-04-30,18,18z (~2-3h lead),75.00124633789066,77.0,-1.998753662109337
KOKC,2026-04-30,18,18z (~2-3h lead),70.05124633789066,68.0,2.0512463378906602
KORD,2026-04-30,18,18z (~2-3h lead),49.735932617187544,56.0,-6.264067382812456
KPHL,2026-04-30,18,18z (~2-3h lead),64.03919799804692,66.0,-1.960802001953084
KPHX,2026-04-30,18,18z (~2-3h lead),91.29633300781254,93.0,-1.7036669921874648
KSAT,2026-04-30,18,18z (~2-3h lead),80.04633300781254,77.0,3.0463330078125352
KSEA,2026-04-30,18,18z (~2-3h lead),72.94367187500004,75.0,-2.0563281249999648
KSFO,2026-04-30,18,18z (~2-3h lead),59.36374633789067,66.0,-6.636253662109333
KATL,2026-05-01,12,12z (~6h lead),72.1536450195313,66.0,6.153645019531297
KAUS,2026-05-01,12,12z (~6h lead),62.120820312500044,64.0,-1.8791796874999562
KBOS,2026-05-01,12,12z (~6h lead),62.53950927734379,65.0,-2.4604907226562105
KDCA,2026-05-01,12,12z (~6h lead),68.50200927734379,67.0,1.502009277343788
KDFW,2026-05-01,12,12z (~6h lead),66.25200927734379,66.0,0.2520092773437881
KHOU,2026-05-01,12,12z (~6h lead),65.77382934570316,68.0,-2.226170654296837
KJFK,2026-05-01,12,12z (~6h lead),65.3520092773438,64.0,1.3520092773437966
KLAS,2026-05-01,12,12z (~6h lead),83.01450927734379,85.0,-1.985490722656209
KLAX,2026-05-01,12,12z (~6h lead),69.2895092773438,70.0,-0.7104907226562034
KMIA,2026-05-01,12,12z (~6h lead),88.44582031250005,87.0,1.4458203125000466
KMSP,2026-05-01,12,12z (~6h lead),51.402009277343794,55.0,-3.5979907226562062
KMSY,2026-05-01,12,12z (~6h lead),70.29563720703129,73.0,-2.704362792968709
KOKC,2026-05-01,12,12z (~6h lead),70.86450927734379,70.0,0.8645092773437852
KORD,2026-05-01,12,12z (~6h lead),48.50832031250004,50.0,-1.4916796874999605
KPHL,2026-05-01,12,12z (~6h lead),66.0270092773438,66.0,0.02700927734379377
KPHX,2026-05-01,12,12z (~6h lead),87.8520092773438,90.0,-2.1479907226562034
KSAT,2026-05-01,12,12z (~6h lead),63.02082031250004,67.0,-3.9791796874999577
KSEA,2026-05-01,12,12z (~6h lead),69.8520092773438,72.0,-2.1479907226562034
KSFO,2026-05-01,12,12z (~6h lead),58.152009277343794,63.0,-4.847990722656206
KATL,2026-05-01,18,18z (~2-3h lead),68.83494995117192,66.0,2.8349499511719216
KAUS,2026-05-01,18,18z (~2-3h lead),60.67199829101567,64.0,-3.3280017089843312
KBOS,2026-05-01,18,18z (~2-3h lead),62.838612060546915,65.0,-2.1613879394530855
KDCA,2026-05-01,18,18z (~2-3h lead),68.20949829101566,67.0,1.209498291015663
KDFW,2026-05-01,18,18z (~2-3h lead),67.03494995117191,66.0,1.0349499511719102
KHOU,2026-05-01,18,18z (~2-3h lead),62.276112060546915,68.0,-5.7238879394530855
KJFK,2026-05-01,18,18z (~2-3h lead),64.97611206054691,64.0,0.9761120605469102
KLAS,2026-05-01,18,18z (~2-3h lead),84.11632812500004,85.0,-0.8836718749999619
KLAX,2026-05-01,18,18z (~2-3h lead),68.46361206054692,70.0,-1.5363879394530784
KMIA,2026-05-01,18,18z (~2-3h lead),87.13861206054692,87.0,0.13861206054691877
KMSP,2026-05-01,18,18z (~2-3h lead),53.69699829101567,55.0,-1.3030017089843327
KMSY,2026-05-01,18,18z (~2-3h lead),66.09743164062505,73.0,-6.902568359374953
KOKC,2026-05-01,18,18z (~2-3h lead),70.90949829101567,70.0,0.9094982910156659
KORD,2026-05-01,18,18z (~2-3h lead),44.94743164062504,50.0,-5.052568359374959
KPHL,2026-05-01,18,18z (~2-3h lead),65.08861206054692,66.0,-0.9113879394530784
KPHX,2026-05-01,18,18z (~2-3h lead),89.17882812500004,90.0,-0.8211718749999619
KSAT,2026-05-01,18,18z (~2-3h lead),62.16361206054692,67.0,-4.836387939453083
KSEA,2026-05-01,18,18z (~2-3h lead),70.61632812500004,72.0,-1.383671874999962
KSFO,2026-05-01,18,18z (~2-3h lead),58.46632812500004,63.0,-4.5336718749999605
