station,date,value,model
KATL,2026-02-05,46.0,OBS
KATL,2026-02-06,59.9,OBS
KATL,2026-02-07,54.3,OBS
KATL,2026-02-08,57.7,OBS
KATL,2026-02-09,65.6,OBS
KATL,2026-02-10,70.2,OBS
KATL,2026-02-11,64.7,OBS
KATL,2026-02-12,61.2,OBS
KATL,2026-02-13,58.7,OBS
KATL,2026-02-14,60.8,OBS
KATL,2026-02-15,61.9,OBS
KATL,2026-02-16,65.1,OBS
KATL,2026-02-17,66.2,OBS
KATL,2026-02-18,65.8,OBS
KATL,2026-02-19,76.1,OBS
KATL,2026-02-20,75.6,OBS
KATL,2026-02-21,66.9,OBS
KATL,2026-02-22,60.1,OBS
KATL,2026-02-23,39.5,OBS
KATL,2026-02-24,51.1,OBS
KATL,2026-02-25,61.7,OBS
KATL,2026-02-05,44.2,GFS
KATL,2026-02-06,63.3,GFS
KATL,2026-02-07,57.2,GFS
KATL,2026-02-08,59.1,GFS
KATL,2026-02-09,66.4,GFS
KATL,2026-02-10,68.6,GFS
KATL,2026-02-11,63.3,GFS
KATL,2026-02-12,63.2,GFS
KATL,2026-02-13,61.9,GFS
KATL,2026-02-14,61.0,GFS
KATL,2026-02-15,55.9,GFS
KATL,2026-02-16,68.3,GFS
KATL,2026-02-17,67.9,GFS
KATL,2026-02-18,65.5,GFS
KATL,2026-02-19,78.0,GFS
KATL,2026-02-20,78.2,GFS
KATL,2026-02-21,72.4,GFS
KATL,2026-02-22,60.1,GFS
KATL,2026-02-23,39.7,GFS
KATL,2026-02-24,53.1,GFS
KATL,2026-02-25,62.2,GFS
KATL,2026-02-05,44.9,ECMWF
KATL,2026-02-06,59.4,ECMWF
KATL,2026-02-07,54.5,ECMWF
KATL,2026-02-08,56.9,ECMWF
KATL,2026-02-09,63.5,ECMWF
KATL,2026-02-10,70.2,ECMWF
KATL,2026-02-11,61.8,ECMWF
KATL,2026-02-12,60.1,ECMWF
KATL,2026-02-13,58.1,ECMWF
KATL,2026-02-14,60.4,ECMWF
KATL,2026-02-15,58.9,ECMWF
KATL,2026-02-16,65.4,ECMWF
KATL,2026-02-17,65.9,ECMWF
KATL,2026-02-18,65.9,ECMWF
KATL,2026-02-19,76.3,ECMWF
KATL,2026-02-20,75.5,ECMWF
KATL,2026-02-21,65.5,ECMWF
KATL,2026-02-22,60.4,ECMWF
KATL,2026-02-23,39.0,ECMWF
KATL,2026-02-24,51.2,ECMWF
KATL,2026-02-25,60.8,ECMWF
KATL,2026-02-05,46.4,NBM
KATL,2026-02-06,60.0,NBM
KATL,2026-02-07,54.9,NBM
KATL,2026-02-08,57.8,NBM
KATL,2026-02-09,65.1,NBM
KATL,2026-02-10,68.0,NBM
KATL,2026-02-11,64.4,NBM
KATL,2026-02-12,62.2,NBM
KATL,2026-02-13,59.8,NBM
KATL,2026-02-14,61.6,NBM
KATL,2026-02-15,57.9,NBM
KATL,2026-02-16,65.3,NBM
KATL,2026-02-17,67.2,NBM
KATL,2026-02-18,66.5,NBM
KATL,2026-02-19,76.4,NBM
KATL,2026-02-20,76.7,NBM
KATL,2026-02-21,70.7,NBM
KATL,2026-02-22,62.1,NBM
KATL,2026-02-23,40.3,NBM
KATL,2026-02-24,52.0,NBM
KATL,2026-02-25,62.8,NBM
KAUS,2023-05-12,86.6,OBS
KAUS,2023-05-13,77.1,OBS
KAUS,2023-05-14,80.1,OBS
KAUS,2023-05-15,80.5,OBS
KAUS,2023-05-16,80.0,OBS
KAUS,2023-05-17,83.6,OBS
KAUS,2023-05-18,85.6,OBS
KAUS,2023-05-19,87.0,OBS
KAUS,2023-05-20,85.6,OBS
KAUS,2023-05-21,79.0,OBS
KAUS,2023-05-22,80.9,OBS
KAUS,2023-05-23,82.8,OBS
KAUS,2023-05-24,86.1,OBS
KAUS,2023-05-25,84.2,OBS
KAUS,2023-05-26,86.1,OBS
KAUS,2023-05-27,86.1,OBS
KAUS,2023-05-28,83.1,OBS
KAUS,2023-05-29,84.7,OBS
KAUS,2023-05-30,87.1,OBS
KAUS,2023-05-31,87.4,OBS
KAUS,2023-06-01,89.1,OBS
KAUS,2023-06-02,89.9,OBS
KAUS,2023-06-03,87.3,OBS
KAUS,2023-06-04,82.5,OBS
KAUS,2023-06-05,83.7,OBS
KAUS,2023-06-06,87.2,OBS
KAUS,2023-06-07,88.3,OBS
KAUS,2023-06-08,85.5,OBS
KAUS,2023-06-09,95.4,OBS
KAUS,2023-06-10,97.2,OBS
KAUS,2023-06-11,98.9,OBS
KAUS,2023-06-12,96.7,OBS
KAUS,2023-06-13,98.6,OBS
KAUS,2023-06-14,96.9,OBS
KAUS,2023-06-15,96.4,OBS
KAUS,2023-06-16,96.9,OBS
KAUS,2023-06-17,95.6,OBS
KAUS,2023-06-18,100.3,OBS
KAUS,2023-06-19,98.4,OBS
KAUS,2023-06-20,101.3,OBS
KAUS,2023-06-21,100.1,OBS
KAUS,2023-06-22,95.6,OBS
KAUS,2023-06-23,97.1,OBS
KAUS,2023-06-24,99.0,OBS
KAUS,2023-06-25,99.1,OBS
KAUS,2023-06-26,99.2,OBS
KAUS,2023-06-27,99.1,OBS
KAUS,2023-06-28,98.4,OBS
KAUS,2023-06-29,96.5,OBS
KAUS,2023-06-30,97.2,OBS
KAUS,2023-07-01,97.2,OBS
KAUS,2023-07-02,96.0,OBS
KAUS,2023-07-03,96.2,OBS
KAUS,2023-07-04,93.4,OBS
KAUS,2023-07-05,93.9,OBS
KAUS,2023-07-06,88.8,OBS
KAUS,2023-07-07,92.5,OBS
KAUS,2023-07-08,94.3,OBS
KAUS,2023-07-09,98.0,OBS
KAUS,2023-07-10,99.8,OBS
KAUS,2023-07-11,100.5,OBS
KAUS,2023-07-12,103.6,OBS
KAUS,2023-07-13,103.7,OBS
KAUS,2023-07-14,102.4,OBS
KAUS,2023-07-15,102.3,OBS
KAUS,2023-07-16,101.8,OBS
KAUS,2023-07-17,103.1,OBS
KAUS,2023-07-18,103.6,OBS
KAUS,2023-07-19,103.1,OBS
KAUS,2023-07-20,102.6,OBS
KAUS,2023-07-21,100.8,OBS
KAUS,2023-07-22,101.9,OBS
KAUS,2023-07-23,98.0,OBS
KAUS,2023-07-24,101.1,OBS
KAUS,2023-07-25,99.2,OBS
KAUS,2023-07-26,98.3,OBS
KAUS,2023-07-27,99.1,OBS
KAUS,2023-07-28,98.1,OBS
KAUS,2023-07-29,98.7,OBS
KAUS,2023-07-30,99.4,OBS
KAUS,2023-07-31,102.1,OBS
KAUS,2023-08-01,101.7,OBS
KAUS,2023-08-02,102.1,OBS
KAUS,2023-08-03,101.7,OBS
KAUS,2023-08-04,103.8,OBS
KAUS,2023-08-05,104.1,OBS
KAUS,2023-08-06,104.0,OBS
KAUS,2023-08-07,105.0,OBS
KAUS,2023-08-08,104.8,OBS
KAUS,2023-08-09,106.2,OBS
KAUS,2023-08-10,106.1,OBS
KAUS,2023-08-11,106.0,OBS
KAUS,2023-08-12,105.4,OBS
KAUS,2023-08-13,105.3,OBS
KAUS,2023-08-14,104.2,OBS
KAUS,2023-08-15,103.2,OBS
KAUS,2023-08-16,102.4,OBS
KAUS,2023-08-17,107.0,OBS
KAUS,2023-08-18,105.3,OBS
KAUS,2023-08-19,104.8,OBS
KAUS,2023-08-20,104.8,OBS
KAUS,2023-08-21,105.3,OBS
KAUS,2023-08-22,98.7,OBS
KAUS,2023-08-23,101.8,OBS
KAUS,2023-08-24,103.4,OBS
KAUS,2023-08-25,105.1,OBS
KAUS,2023-08-26,104.5,OBS
KAUS,2023-08-27,106.9,OBS
KAUS,2023-08-29,99.1,OBS
KAUS,2023-08-30,98.6,OBS
KAUS,2023-08-31,99.7,OBS
KAUS,2023-09-01,99.8,OBS
KAUS,2023-09-02,100.1,OBS
KAUS,2023-09-03,100.7,OBS
KAUS,2023-09-04,99.8,OBS
KAUS,2023-09-05,103.2,OBS
KAUS,2023-09-06,101.0,OBS
KAUS,2023-09-07,101.8,OBS
KAUS,2023-09-08,105.3,OBS
KAUS,2023-09-09,103.0,OBS
KAUS,2023-09-10,99.3,OBS
KAUS,2023-09-11,98.1,OBS
KAUS,2023-09-12,96.2,OBS
KAUS,2023-09-13,87.5,OBS
KAUS,2023-09-14,90.5,OBS
KAUS,2023-09-15,85.9,OBS
KAUS,2023-09-16,84.8,OBS
KAUS,2023-09-17,86.9,OBS
KAUS,2023-09-18,90.1,OBS
KAUS,2023-09-19,90.6,OBS
KAUS,2023-09-20,94.5,OBS
KAUS,2023-09-21,95.2,OBS
KAUS,2023-09-22,96.3,OBS
KAUS,2023-09-23,98.7,OBS
KAUS,2023-09-24,100.0,OBS
KAUS,2023-09-25,91.8,OBS
KAUS,2023-09-26,93.4,OBS
KAUS,2023-09-27,93.3,OBS
KAUS,2023-09-28,94.7,OBS
KAUS,2023-09-29,95.2,OBS
KAUS,2023-09-30,94.1,OBS
KAUS,2023-10-01,92.8,OBS
KAUS,2023-10-02,94.1,OBS
KAUS,2023-10-03,91.1,OBS
KAUS,2023-10-04,93.1,OBS
KAUS,2023-10-05,91.3,OBS
KAUS,2023-10-06,84.7,OBS
KAUS,2023-10-07,79.4,OBS
KAUS,2023-10-08,76.1,OBS
KAUS,2023-10-09,82.3,OBS
KAUS,2023-10-10,79.6,OBS
KAUS,2023-10-11,76.7,OBS
KAUS,2023-10-12,83.6,OBS
KAUS,2023-10-13,88.6,OBS
KAUS,2023-10-14,82.2,OBS
KAUS,2023-10-15,72.7,OBS
KAUS,2023-10-16,71.4,OBS
KAUS,2023-10-17,74.5,OBS
KAUS,2023-10-18,81.2,OBS
KAUS,2023-10-19,86.0,OBS
KAUS,2023-10-20,94.0,OBS
KAUS,2023-10-21,91.4,OBS
KAUS,2023-10-22,88.1,OBS
KAUS,2023-10-23,85.6,OBS
KAUS,2023-10-24,82.9,OBS
KAUS,2023-10-25,87.5,OBS
KAUS,2023-10-26,83.2,OBS
KAUS,2023-10-27,84.0,OBS
KAUS,2023-10-28,85.0,OBS
KAUS,2023-10-29,79.4,OBS
KAUS,2023-10-30,55.0,OBS
KAUS,2023-10-31,57.2,OBS
KAUS,2023-11-01,56.8,OBS
KAUS,2023-11-02,60.8,OBS
KAUS,2023-11-03,72.5,OBS
KAUS,2023-11-04,76.7,OBS
KAUS,2023-11-05,78.2,OBS
KAUS,2023-11-06,80.2,OBS
KAUS,2023-11-07,83.8,OBS
KAUS,2023-11-08,83.8,OBS
KAUS,2023-11-09,76.8,OBS
KAUS,2023-11-10,65.1,OBS
KAUS,2023-11-11,65.3,OBS
KAUS,2023-11-12,62.8,OBS
KAUS,2023-11-13,64.4,OBS
KAUS,2023-11-14,68.7,OBS
KAUS,2023-11-15,71.3,OBS
KAUS,2023-11-16,67.2,OBS
KAUS,2023-11-17,78.8,OBS
KAUS,2023-11-18,71.2,OBS
KAUS,2023-11-19,69.8,OBS
KAUS,2023-11-21,67.4,OBS
KAUS,2023-11-22,62.2,OBS
KAUS,2023-11-23,56.0,OBS
KAUS,2023-11-24,63.5,OBS
KAUS,2023-11-25,61.3,OBS
KAUS,2023-11-26,57.3,OBS
KAUS,2023-11-27,54.5,OBS
KAUS,2023-11-28,57.2,OBS
KAUS,2023-11-29,61.8,OBS
KAUS,2023-11-30,74.9,OBS
KAUS,2023-12-01,68.4,OBS
KAUS,2023-12-02,69.7,OBS
KAUS,2023-12-03,71.5,OBS
KAUS,2023-12-04,65.2,OBS
KAUS,2023-12-05,68.7,OBS
KAUS,2023-12-06,66.3,OBS
KAUS,2023-12-07,72.9,OBS
KAUS,2023-12-08,77.7,OBS
KAUS,2023-12-09,72.5,OBS
KAUS,2023-12-10,63.9,OBS
KAUS,2023-12-11,63.0,OBS
KAUS,2023-12-12,67.9,OBS
KAUS,2023-12-13,62.5,OBS
KAUS,2023-12-14,66.6,OBS
KAUS,2023-12-15,63.0,OBS
KAUS,2023-12-16,63.0,OBS
KAUS,2023-12-17,67.7,OBS
KAUS,2023-12-18,66.2,OBS
KAUS,2023-12-19,65.7,OBS
KAUS,2023-12-20,70.9,OBS
KAUS,2023-12-21,65.0,OBS
KAUS,2023-12-22,70.4,OBS
KAUS,2023-12-23,70.8,OBS
KAUS,2023-12-24,73.5,OBS
KAUS,2023-12-26,58.3,OBS
KAUS,2023-12-27,61.1,OBS
KAUS,2023-12-28,57.9,OBS
KAUS,2023-12-29,57.7,OBS
KAUS,2023-12-30,65.0,OBS
KAUS,2023-12-31,69.5,OBS
KAUS,2024-01-01,64.7,OBS
KAUS,2024-01-02,50.8,OBS
KAUS,2024-01-03,53.8,OBS
KAUS,2024-01-04,58.5,OBS
KAUS,2024-01-05,63.6,OBS
KAUS,2024-01-06,58.7,OBS
KAUS,2024-01-07,62.3,OBS
KAUS,2024-01-09,58.9,OBS
KAUS,2024-01-10,63.4,OBS
KAUS,2024-01-11,71.8,OBS
KAUS,2024-01-12,68.2,OBS
KAUS,2024-01-13,61.1,OBS
KAUS,2024-01-14,57.7,OBS
KAUS,2024-01-15,37.3,OBS
KAUS,2024-01-16,31.2,OBS
KAUS,2024-01-17,44.1,OBS
KAUS,2024-01-18,69.3,OBS
KAUS,2024-01-19,57.2,OBS
KAUS,2024-01-20,41.0,OBS
KAUS,2024-01-21,40.3,OBS
KAUS,2024-01-22,63.9,OBS
KAUS,2024-01-23,67.8,OBS
KAUS,2024-01-24,62.1,OBS
KAUS,2024-01-25,65.1,OBS
KAUS,2024-01-26,65.8,OBS
KAUS,2024-01-27,62.9,OBS
KAUS,2024-01-28,62.4,OBS
KAUS,2024-01-29,68.6,OBS
KAUS,2024-01-30,70.2,OBS
KAUS,2024-01-31,71.0,OBS
KAUS,2024-02-01,71.1,OBS
KAUS,2024-02-02,68.7,OBS
KAUS,2024-02-03,71.3,OBS
KAUS,2024-02-04,65.8,OBS
KAUS,2024-02-05,62.8,OBS
KAUS,2024-02-06,66.0,OBS
KAUS,2024-02-07,69.3,OBS
KAUS,2024-02-08,71.2,OBS
KAUS,2024-02-09,74.8,OBS
KAUS,2024-02-10,70.2,OBS
KAUS,2024-02-11,65.5,OBS
KAUS,2024-02-12,58.9,OBS
KAUS,2024-02-13,64.4,OBS
KAUS,2024-02-14,67.6,OBS
KAUS,2024-02-15,72.5,OBS
KAUS,2024-02-16,72.1,OBS
KAUS,2024-02-17,67.6,OBS
KAUS,2024-02-18,51.3,OBS
KAUS,2024-02-19,65.2,OBS
KAUS,2024-02-20,76.5,OBS
KAUS,2024-02-21,76.7,OBS
KAUS,2024-02-22,84.8,OBS
KAUS,2024-02-23,74.8,OBS
KAUS,2024-02-24,77.4,OBS
KAUS,2024-02-25,82.8,OBS
KAUS,2024-02-26,86.1,OBS
KAUS,2024-02-27,85.7,OBS
KAUS,2024-02-28,82.1,OBS
KAUS,2024-02-29,54.0,OBS
KAUS,2024-03-01,71.3,OBS
KAUS,2024-03-02,78.9,OBS
KAUS,2024-03-03,81.2,OBS
KAUS,2024-03-04,84.1,OBS
KAUS,2024-03-05,86.4,OBS
KAUS,2024-03-06,83.3,OBS
KAUS,2024-03-07,78.7,OBS
KAUS,2024-03-08,80.3,OBS
KAUS,2024-03-09,73.7,OBS
KAUS,2024-03-10,64.3,OBS
KAUS,2024-03-11,76.6,OBS
KAUS,2024-03-12,77.7,OBS
KAUS,2024-03-13,85.4,OBS
KAUS,2024-03-14,84.7,OBS
KAUS,2024-03-15,78.6,OBS
KAUS,2024-03-16,74.8,OBS
KAUS,2024-03-17,71.8,OBS
KAUS,2024-03-18,67.6,OBS
KAUS,2024-03-19,61.3,OBS
KAUS,2024-03-20,66.1,OBS
KAUS,2024-03-21,70.6,OBS
KAUS,2024-03-22,76.5,OBS
KAUS,2024-03-23,71.2,OBS
KAUS,2024-03-24,73.2,OBS
KAUS,2024-03-25,76.3,OBS
KAUS,2024-03-26,69.3,OBS
KAUS,2024-03-27,66.2,OBS
KAUS,2024-03-28,75.0,OBS
KAUS,2024-03-29,77.1,OBS
KAUS,2024-03-30,78.0,OBS
KAUS,2024-03-31,82.8,OBS
KAUS,2024-04-01,85.5,OBS
KAUS,2024-04-02,81.3,OBS
KAUS,2024-04-03,77.0,OBS
KAUS,2024-04-04,83.6,OBS
KAUS,2024-04-05,82.8,OBS
KAUS,2024-04-06,77.5,OBS
KAUS,2024-04-07,77.5,OBS
KAUS,2024-04-08,82.0,OBS
KAUS,2024-04-09,80.8,OBS
KAUS,2024-04-10,78.4,OBS
KAUS,2024-04-11,78.3,OBS
KAUS,2024-04-12,78.8,OBS
KAUS,2024-04-13,80.9,OBS
KAUS,2024-04-14,84.7,OBS
KAUS,2024-04-15,87.7,OBS
KAUS,2024-04-16,82.4,OBS
KAUS,2024-04-17,81.9,OBS
KAUS,2024-04-18,88.6,OBS
KAUS,2024-04-19,86.3,OBS
KAUS,2024-04-20,77.5,OBS
KAUS,2024-04-21,67.6,OBS
KAUS,2024-04-22,70.4,OBS
KAUS,2024-04-23,74.8,OBS
KAUS,2024-04-24,81.4,OBS
KAUS,2024-04-25,83.9,OBS
KAUS,2024-04-26,82.1,OBS
KAUS,2024-04-27,83.9,OBS
KAUS,2024-04-28,80.8,OBS
KAUS,2024-04-29,86.0,OBS
KAUS,2024-04-30,85.1,OBS
KAUS,2024-05-01,81.9,OBS
KAUS,2024-05-02,79.7,OBS
KAUS,2024-05-03,80.4,OBS
KAUS,2024-05-04,80.5,OBS
KAUS,2024-05-05,80.3,OBS
KAUS,2024-05-06,84.0,OBS
KAUS,2024-05-07,86.7,OBS
KAUS,2024-05-08,88.3,OBS
KAUS,2024-05-09,88.2,OBS
KAUS,2024-05-10,86.6,OBS
KAUS,2024-05-11,80.3,OBS
KAUS,2024-05-12,78.6,OBS
KAUS,2024-05-13,84.1,OBS
KAUS,2024-05-14,85.7,OBS
KAUS,2024-05-15,87.9,OBS
KAUS,2024-05-16,84.6,OBS
KAUS,2024-05-17,81.4,OBS
KAUS,2024-05-18,88.4,OBS
KAUS,2024-05-19,88.5,OBS
KAUS,2024-05-20,90.3,OBS
KAUS,2024-05-21,92.4,OBS
KAUS,2024-05-22,93.1,OBS
KAUS,2024-05-23,90.7,OBS
KAUS,2024-05-24,94.7,OBS
KAUS,2024-05-25,95.3,OBS
KAUS,2024-05-26,92.4,OBS
KAUS,2024-05-27,92.8,OBS
KAUS,2024-05-28,89.7,OBS
KAUS,2024-05-29,86.9,OBS
KAUS,2024-05-30,88.2,OBS
KAUS,2024-05-31,86.6,OBS
KAUS,2024-06-01,86.9,OBS
KAUS,2024-06-02,86.8,OBS
KAUS,2024-06-03,93.3,OBS
KAUS,2024-06-04,96.3,OBS
KAUS,2024-06-05,89.5,OBS
KAUS,2024-06-06,90.6,OBS
KAUS,2024-06-07,91.0,OBS
KAUS,2024-06-08,92.9,OBS
KAUS,2024-06-09,92.3,OBS
KAUS,2024-06-10,90.7,OBS
KAUS,2024-06-11,90.3,OBS
KAUS,2024-06-12,86.9,OBS
KAUS,2024-06-13,89.9,OBS
KAUS,2024-06-14,92.1,OBS
KAUS,2024-06-15,92.5,OBS
KAUS,2024-06-16,94.6,OBS
KAUS,2024-06-17,93.8,OBS
KAUS,2024-06-18,93.1,OBS
KAUS,2024-06-19,89.3,OBS
KAUS,2024-06-20,87.0,OBS
KAUS,2024-06-21,87.7,OBS
KAUS,2024-06-22,89.9,OBS
KAUS,2024-06-23,91.4,OBS
KAUS,2024-06-24,91.8,OBS
KAUS,2024-06-25,95.0,OBS
KAUS,2024-06-26,95.2,OBS
KAUS,2024-06-27,96.8,OBS
KAUS,2024-06-28,97.2,OBS
KAUS,2024-06-29,98.8,OBS
KAUS,2024-06-30,96.4,OBS
KAUS,2024-07-01,97.4,OBS
KAUS,2024-07-02,99.7,OBS
KAUS,2024-07-03,98.1,OBS
KAUS,2024-07-04,99.2,OBS
KAUS,2024-07-05,98.2,OBS
KAUS,2024-07-06,95.8,OBS
KAUS,2024-07-07,94.2,OBS
KAUS,2024-07-08,92.1,OBS
KAUS,2024-07-09,94.6,OBS
KAUS,2024-07-10,95.3,OBS
KAUS,2024-07-11,94.4,OBS
KAUS,2024-07-12,91.8,OBS
KAUS,2024-07-13,89.0,OBS
KAUS,2024-07-14,89.2,OBS
KAUS,2024-07-15,93.8,OBS
KAUS,2024-07-16,95.8,OBS
KAUS,2024-07-17,96.3,OBS
KAUS,2024-07-18,94.2,OBS
KAUS,2024-07-19,93.6,OBS
KAUS,2024-07-20,94.0,OBS
KAUS,2024-07-21,96.6,OBS
KAUS,2024-07-22,88.5,OBS
KAUS,2024-07-23,85.3,OBS
KAUS,2024-07-24,86.4,OBS
KAUS,2024-07-25,86.0,OBS
KAUS,2024-07-26,83.9,OBS
KAUS,2024-07-27,85.8,OBS
KAUS,2024-07-28,87.9,OBS
KAUS,2024-07-29,91.1,OBS
KAUS,2024-07-30,93.6,OBS
KAUS,2024-07-31,94.2,OBS
KAUS,2024-08-01,94.9,OBS
KAUS,2024-08-02,97.0,OBS
KAUS,2024-08-03,98.2,OBS
KAUS,2024-08-04,96.5,OBS
KAUS,2024-08-05,95.6,OBS
KAUS,2024-08-06,97.2,OBS
KAUS,2024-08-07,99.9,OBS
KAUS,2024-08-08,99.1,OBS
KAUS,2024-08-09,97.8,OBS
KAUS,2024-08-10,93.7,OBS
KAUS,2024-08-11,98.0,OBS
KAUS,2024-08-12,98.2,OBS
KAUS,2024-08-13,98.2,OBS
KAUS,2024-08-14,97.8,OBS
KAUS,2024-08-15,99.1,OBS
KAUS,2024-08-16,99.6,OBS
KAUS,2024-08-17,98.8,OBS
KAUS,2024-08-18,98.9,OBS
KAUS,2024-08-19,101.2,OBS
KAUS,2024-08-20,104.3,OBS
KAUS,2024-08-21,105.9,OBS
KAUS,2024-08-22,102.7,OBS
KAUS,2024-08-23,96.1,OBS
KAUS,2024-08-24,97.4,OBS
KAUS,2024-08-25,97.0,OBS
KAUS,2024-08-26,94.6,OBS
KAUS,2024-08-27,89.2,OBS
KAUS,2024-08-28,88.1,OBS
KAUS,2024-08-29,90.1,OBS
KAUS,2024-08-30,91.1,OBS
KAUS,2024-08-31,91.9,OBS
KAUS,2024-09-01,90.9,OBS
KAUS,2024-09-02,88.4,OBS
KAUS,2024-09-03,84.9,OBS
KAUS,2024-09-04,84.1,OBS
KAUS,2024-09-05,84.8,OBS
KAUS,2024-09-06,88.0,OBS
KAUS,2024-09-07,84.8,OBS
KAUS,2024-09-08,81.6,OBS
KAUS,2024-09-09,83.7,OBS
KAUS,2024-09-10,90.0,OBS
KAUS,2024-09-11,89.3,OBS
KAUS,2024-09-12,91.4,OBS
KAUS,2024-09-13,95.1,OBS
KAUS,2024-09-14,95.0,OBS
KAUS,2024-09-15,94.6,OBS
KAUS,2024-09-16,93.7,OBS
KAUS,2024-09-17,93.4,OBS
KAUS,2024-09-18,96.0,OBS
KAUS,2024-09-19,96.6,OBS
KAUS,2024-09-20,96.6,OBS
KAUS,2024-09-21,96.9,OBS
KAUS,2024-09-22,94.7,OBS
KAUS,2024-09-23,92.0,OBS
KAUS,2024-09-24,92.0,OBS
KAUS,2024-09-25,92.2,OBS
KAUS,2024-09-26,86.0,OBS
KAUS,2024-09-27,90.0,OBS
KAUS,2024-09-28,91.2,OBS
KAUS,2024-09-29,90.7,OBS
KAUS,2024-09-30,91.6,OBS
KAUS,2024-10-01,93.2,OBS
KAUS,2024-10-02,90.3,OBS
KAUS,2024-10-03,91.8,OBS
KAUS,2024-10-04,91.8,OBS
KAUS,2024-10-05,91.8,OBS
KAUS,2024-10-06,91.6,OBS
KAUS,2024-10-07,92.5,OBS
KAUS,2024-10-08,90.9,OBS
KAUS,2024-10-09,89.9,OBS
KAUS,2024-10-10,93.5,OBS
KAUS,2024-10-11,92.5,OBS
KAUS,2024-10-12,94.4,OBS
KAUS,2024-10-13,99.3,OBS
KAUS,2024-10-14,94.4,OBS
KAUS,2024-10-15,96.6,OBS
KAUS,2024-10-16,87.5,OBS
KAUS,2024-10-17,77.4,OBS
KAUS,2024-10-18,82.2,OBS
KAUS,2024-10-19,85.2,OBS
KAUS,2024-10-20,84.4,OBS
KAUS,2024-10-21,85.6,OBS
KAUS,2024-10-22,87.6,OBS
KAUS,2024-10-23,88.2,OBS
KAUS,2024-10-24,88.2,OBS
KAUS,2024-10-25,89.2,OBS
KAUS,2024-10-26,90.1,OBS
KAUS,2024-10-27,90.9,OBS
KAUS,2024-10-28,88.6,OBS
KAUS,2024-10-29,87.8,OBS
KAUS,2024-10-30,88.7,OBS
KAUS,2024-10-31,83.4,OBS
KAUS,2024-11-01,83.8,OBS
KAUS,2024-11-02,84.7,OBS
KAUS,2024-11-03,88.1,OBS
KAUS,2024-11-04,85.7,OBS
KAUS,2024-11-05,78.2,OBS
KAUS,2024-11-06,76.1,OBS
KAUS,2024-11-07,83.2,OBS
KAUS,2024-11-08,84.3,OBS
KAUS,2024-11-09,73.8,OBS
KAUS,2024-11-10,81.4,OBS
KAUS,2024-11-11,78.8,OBS
KAUS,2024-11-12,81.7,OBS
KAUS,2024-11-13,84.2,OBS
KAUS,2024-11-14,73.2,OBS
KAUS,2024-11-15,74.9,OBS
KAUS,2024-11-16,81.2,OBS
KAUS,2024-11-17,85.6,OBS
KAUS,2024-11-18,80.0,OBS
KAUS,2024-11-19,79.3,OBS
KAUS,2024-11-20,68.4,OBS
KAUS,2024-11-21,69.4,OBS
KAUS,2024-11-22,72.3,OBS
KAUS,2024-11-23,75.2,OBS
KAUS,2024-11-24,80.5,OBS
KAUS,2024-11-25,79.8,OBS
KAUS,2024-11-26,65.9,OBS
KAUS,2024-11-27,77.8,OBS
KAUS,2024-11-28,72.1,OBS
KAUS,2024-11-29,56.6,OBS
KAUS,2024-11-30,62.9,OBS
KAUS,2024-12-01,64.8,OBS
KAUS,2024-12-02,66.1,OBS
KAUS,2024-12-03,62.0,OBS
KAUS,2024-12-04,64.3,OBS
KAUS,2024-12-05,62.6,OBS
KAUS,2024-12-06,58.3,OBS
KAUS,2024-12-07,50.1,OBS
KAUS,2024-12-08,63.1,OBS
KAUS,2024-12-09,80.3,OBS
KAUS,2024-12-10,66.1,OBS
KAUS,2024-12-11,60.9,OBS
KAUS,2024-12-12,63.2,OBS
KAUS,2024-12-13,70.5,OBS
KAUS,2024-12-14,79.6,OBS
KAUS,2024-12-15,78.1,OBS
KAUS,2024-12-16,78.5,OBS
KAUS,2024-12-17,78.7,OBS
KAUS,2024-12-18,72.1,OBS
KAUS,2024-12-19,63.7,OBS
KAUS,2024-12-20,64.2,OBS
KAUS,2024-12-21,60.4,OBS
KAUS,2024-12-22,68.4,OBS
KAUS,2024-12-23,76.5,OBS
KAUS,2024-12-24,78.2,OBS
KAUS,2024-12-25,72.5,OBS
KAUS,2024-12-26,76.1,OBS
KAUS,2024-12-27,78.0,OBS
KAUS,2024-12-28,77.2,OBS
KAUS,2024-12-29,72.0,OBS
KAUS,2024-12-30,79.9,OBS
KAUS,2024-12-31,68.4,OBS
KAUS,2025-01-01,57.0,OBS
KAUS,2025-01-02,61.5,OBS
KAUS,2025-01-03,67.6,OBS
KAUS,2025-01-04,71.8,OBS
KAUS,2025-01-05,72.6,OBS
KAUS,2025-01-06,53.1,OBS
KAUS,2025-01-07,45.0,OBS
KAUS,2025-01-08,40.8,OBS
KAUS,2025-01-09,40.5,OBS
KAUS,2025-01-10,46.8,OBS
KAUS,2025-01-11,55.5,OBS
KAUS,2025-01-12,60.0,OBS
KAUS,2025-01-13,53.3,OBS
KAUS,2025-01-14,55.5,OBS
KAUS,2025-01-15,58.5,OBS
KAUS,2025-01-16,62.8,OBS
KAUS,2025-01-17,59.8,OBS
KAUS,2025-01-18,59.3,OBS
KAUS,2025-01-19,53.2,OBS
KAUS,2025-01-20,36.6,OBS
KAUS,2025-01-21,35.2,OBS
