station,date,value,model
KDEN,2025-12-13,60.8,OBS
KDEN,2025-12-14,62.2,OBS
KDEN,2025-12-15,63.9,OBS
KDEN,2025-12-16,64.2,OBS
KDEN,2025-12-17,67.6,OBS
KDEN,2025-12-18,56.5,OBS
KDEN,2025-12-19,68.9,OBS
KDEN,2025-12-20,57.8,OBS
KDEN,2025-12-21,62.7,OBS
KDEN,2025-12-22,73.3,OBS
KDEN,2025-12-23,69.7,OBS
KDEN,2025-12-24,70.6,OBS
KDEN,2025-12-25,69.6,OBS
KDEN,2025-12-26,65.8,OBS
KDEN,2025-12-27,61.0,OBS
KDEN,2025-12-28,47.9,OBS
KDEN,2025-12-29,39.7,OBS
KDEN,2025-12-30,47.6,OBS
KDEN,2025-12-31,59.5,OBS
KDEN,2026-01-01,59.8,OBS
KDEN,2026-01-02,58.5,OBS
KDEN,2026-01-03,62.8,OBS
KDEN,2026-01-04,66.8,OBS
KDEN,2026-01-05,58.7,OBS
KDEN,2026-01-06,56.2,OBS
KDEN,2026-01-07,57.7,OBS
KDEN,2026-01-08,49.3,OBS
KDEN,2026-01-09,31.8,OBS
KDEN,2026-01-10,41.2,OBS
KDEN,2026-01-11,53.6,OBS
KDEN,2026-01-12,58.8,OBS
KDEN,2026-01-13,60.9,OBS
KDEN,2026-01-14,53.2,OBS
KDEN,2026-01-15,58.5,OBS
KDEN,2026-01-16,51.6,OBS
KDEN,2026-01-17,35.6,OBS
KDEN,2026-01-18,49.5,OBS
KDEN,2026-01-19,41.0,OBS
KDEN,2026-01-20,53.9,OBS
KDEN,2026-01-21,48.6,OBS
KDEN,2026-01-22,40.1,OBS
KDEN,2026-01-23,29.8,OBS
KDEN,2026-01-24,17.5,OBS
KDEN,2026-01-25,27.5,OBS
KDEN,2026-01-26,45.2,OBS
KDEN,2026-01-27,47.3,OBS
KDEN,2026-01-28,47.8,OBS
KDEN,2026-01-29,43.4,OBS
KDEN,2026-01-30,47.3,OBS
KDEN,2026-01-31,54.8,OBS
KDEN,2026-02-01,61.3,OBS
KDEN,2026-02-02,54.0,OBS
KDEN,2026-02-03,46.9,OBS
KDEN,2026-02-04,51.0,OBS
KDEN,2026-02-05,64.0,OBS
KDEN,2026-02-06,65.3,OBS
KDEN,2026-02-07,62.4,OBS
KDEN,2026-02-08,64.6,OBS
KDEN,2026-02-09,70.1,OBS
KDEN,2026-02-10,62.7,OBS
KDEN,2026-02-11,57.3,OBS
KDEN,2026-02-12,60.2,OBS
KDEN,2026-02-13,57.3,OBS
KDEN,2026-02-14,56.7,OBS
KDEN,2026-02-15,66.7,OBS
KDEN,2026-02-16,68.2,OBS
KDEN,2026-02-17,58.4,OBS
KDEN,2026-02-18,53.4,OBS
KDEN,2026-02-19,47.5,OBS
KDEN,2026-02-20,33.3,OBS
KDEN,2026-02-21,44.2,OBS
KDEN,2026-02-22,47.7,OBS
KDEN,2026-02-23,65.1,OBS
KDEN,2026-02-24,70.3,OBS
KDEN,2026-02-25,66.0,OBS
KDEN,2024-11-21,50.0,GFS
KDEN,2024-11-22,60.2,GFS
KDEN,2024-11-23,68.6,GFS
KDEN,2024-11-24,60.9,GFS
KDEN,2024-11-25,47.0,GFS
KDEN,2024-11-26,51.9,GFS
KDEN,2024-11-27,46.3,GFS
KDEN,2024-11-28,33.3,GFS
KDEN,2024-11-29,48.1,GFS
KDEN,2024-11-30,49.9,GFS
KDEN,2024-12-01,50.6,GFS
KDEN,2024-12-02,51.9,GFS
KDEN,2024-12-03,62.5,GFS
KDEN,2024-12-04,57.3,GFS
KDEN,2024-12-05,49.0,GFS
KDEN,2024-12-06,57.3,GFS
KDEN,2024-12-07,60.4,GFS
KDEN,2024-12-08,55.5,GFS
KDEN,2024-12-09,42.9,GFS
KDEN,2024-12-10,34.8,GFS
KDEN,2024-12-11,50.4,GFS
KDEN,2024-12-12,52.9,GFS
KDEN,2024-12-13,49.6,GFS
KDEN,2024-12-14,58.6,GFS
KDEN,2024-12-15,53.4,GFS
KDEN,2024-12-16,46.4,GFS
KDEN,2024-12-17,50.9,GFS
KDEN,2024-12-18,51.9,GFS
KDEN,2024-12-19,58.2,GFS
KDEN,2024-12-20,66.1,GFS
KDEN,2024-12-21,63.4,GFS
KDEN,2024-12-22,61.3,GFS
KDEN,2024-12-23,51.5,GFS
KDEN,2024-12-24,52.1,GFS
KDEN,2024-12-25,46.5,GFS
KDEN,2024-12-26,47.7,GFS
KDEN,2024-12-27,46.7,GFS
KDEN,2024-12-28,50.6,GFS
KDEN,2024-12-29,57.3,GFS
KDEN,2024-12-30,47.6,GFS
KDEN,2024-12-31,37.0,GFS
KDEN,2025-01-01,40.2,GFS
KDEN,2025-01-02,48.1,GFS
KDEN,2025-01-03,48.5,GFS
KDEN,2025-01-04,39.3,GFS
KDEN,2025-01-05,25.8,GFS
KDEN,2025-01-06,36.1,GFS
KDEN,2025-01-07,26.6,GFS
KDEN,2025-01-08,40.3,GFS
KDEN,2025-01-09,31.3,GFS
KDEN,2025-01-10,39.7,GFS
KDEN,2025-01-11,41.5,GFS
KDEN,2025-01-12,36.5,GFS
KDEN,2025-01-13,35.5,GFS
KDEN,2025-01-14,36.6,GFS
KDEN,2025-01-15,47.4,GFS
KDEN,2025-01-16,61.0,GFS
KDEN,2025-01-17,49.4,GFS
KDEN,2025-01-18,27.2,GFS
KDEN,2025-01-19,18.7,GFS
KDEN,2025-01-20,12.6,GFS
KDEN,2025-01-21,40.1,GFS
KDEN,2025-01-22,36.2,GFS
KDEN,2025-01-23,29.6,GFS
KDEN,2025-01-24,47.5,GFS
KDEN,2025-01-25,32.7,GFS
KDEN,2025-01-26,23.0,GFS
KDEN,2025-01-27,48.8,GFS
KDEN,2025-01-28,46.2,GFS
KDEN,2025-01-29,47.7,GFS
KDEN,2025-01-30,45.6,GFS
KDEN,2025-01-31,57.5,GFS
KDEN,2025-02-01,54.0,GFS
KDEN,2025-02-02,65.3,GFS
KDEN,2025-02-03,65.1,GFS
KDEN,2025-02-04,35.8,GFS
KDEN,2025-02-05,61.8,GFS
KDEN,2025-02-06,58.3,GFS
KDEN,2025-02-07,62.0,GFS
KDEN,2025-02-08,54.6,GFS
KDEN,2025-02-09,37.9,GFS
KDEN,2025-02-10,33.9,GFS
KDEN,2025-02-11,28.5,GFS
KDEN,2025-02-12,10.4,GFS
KDEN,2025-02-13,44.2,GFS
KDEN,2025-02-14,54.2,GFS
KDEN,2025-02-15,40.1,GFS
KDEN,2025-02-16,35.6,GFS
KDEN,2025-02-17,26.3,GFS
KDEN,2025-02-18,18.4,GFS
KDEN,2025-02-19,19.9,GFS
KDEN,2025-02-20,23.5,GFS
KDEN,2025-02-21,38.9,GFS
KDEN,2025-02-22,57.3,GFS
KDEN,2025-02-23,64.7,GFS
KDEN,2025-02-24,66.2,GFS
KDEN,2025-02-25,66.6,GFS
KDEN,2025-02-26,59.1,GFS
KDEN,2025-02-27,61.8,GFS
KDEN,2025-02-28,62.4,GFS
KDEN,2025-03-01,63.2,GFS
KDEN,2025-03-02,63.3,GFS
KDEN,2025-03-03,61.9,GFS
KDEN,2025-03-04,48.4,GFS
KDEN,2025-03-05,50.8,GFS
KDEN,2025-03-06,50.3,GFS
KDEN,2025-03-07,46.0,GFS
KDEN,2025-03-08,50.0,GFS
KDEN,2025-03-09,66.6,GFS
KDEN,2025-03-10,69.7,GFS
KDEN,2025-03-11,66.8,GFS
KDEN,2025-03-12,63.4,GFS
KDEN,2025-03-13,64.7,GFS
KDEN,2025-03-14,61.7,GFS
KDEN,2025-03-15,45.9,GFS
KDEN,2025-03-16,60.0,GFS
KDEN,2025-03-17,71.3,GFS
KDEN,2025-03-18,64.5,GFS
KDEN,2025-03-19,41.2,GFS
KDEN,2025-03-20,55.5,GFS
KDEN,2025-03-21,54.0,GFS
KDEN,2025-03-22,60.9,GFS
KDEN,2025-03-23,59.5,GFS
KDEN,2025-03-24,68.2,GFS
KDEN,2025-03-25,68.2,GFS
KDEN,2025-03-26,73.6,GFS
KDEN,2025-03-27,74.4,GFS
KDEN,2025-03-28,73.7,GFS
KDEN,2025-03-29,69.0,GFS
KDEN,2025-03-30,46.5,GFS
KDEN,2025-03-31,59.8,GFS
KDEN,2025-04-01,54.7,GFS
KDEN,2025-04-02,48.6,GFS
KDEN,2025-04-03,45.8,GFS
KDEN,2025-04-04,36.6,GFS
KDEN,2025-04-05,39.4,GFS
KDEN,2025-04-06,56.5,GFS
KDEN,2025-04-07,65.5,GFS
KDEN,2025-04-08,72.1,GFS
KDEN,2025-04-09,70.8,GFS
KDEN,2025-04-10,69.5,GFS
KDEN,2025-04-11,79.5,GFS
KDEN,2025-04-12,84.2,GFS
KDEN,2025-04-13,78.9,GFS
KDEN,2025-04-14,56.4,GFS
KDEN,2025-04-15,69.5,GFS
KDEN,2025-04-16,74.5,GFS
KDEN,2025-04-17,73.6,GFS
KDEN,2025-04-18,56.8,GFS
KDEN,2025-04-19,45.6,GFS
KDEN,2025-04-20,60.4,GFS
KDEN,2025-04-21,71.6,GFS
KDEN,2025-04-22,71.2,GFS
KDEN,2025-04-23,68.4,GFS
KDEN,2025-04-24,67.9,GFS
KDEN,2025-04-25,62.7,GFS
KDEN,2025-04-26,73.4,GFS
KDEN,2025-04-27,79.1,GFS
KDEN,2025-04-28,77.3,GFS
KDEN,2025-04-29,65.4,GFS
KDEN,2025-04-30,66.6,GFS
KDEN,2025-05-01,59.4,GFS
KDEN,2025-05-02,62.1,GFS
KDEN,2025-05-03,75.5,GFS
KDEN,2025-05-04,76.2,GFS
KDEN,2025-05-05,73.5,GFS
KDEN,2025-05-06,53.4,GFS
KDEN,2025-05-07,52.7,GFS
KDEN,2025-05-08,67.2,GFS
KDEN,2025-05-09,70.8,GFS
KDEN,2025-05-10,76.3,GFS
KDEN,2025-05-11,81.2,GFS
KDEN,2025-05-12,84.0,GFS
KDEN,2025-05-13,82.9,GFS
KDEN,2025-05-14,81.6,GFS
KDEN,2025-05-15,65.7,GFS
KDEN,2025-05-16,67.4,GFS
KDEN,2025-05-17,70.8,GFS
KDEN,2025-05-18,67.1,GFS
KDEN,2025-05-19,58.2,GFS
KDEN,2025-05-20,68.2,GFS
KDEN,2025-05-21,72.7,GFS
KDEN,2025-05-22,78.3,GFS
KDEN,2025-05-23,81.2,GFS
KDEN,2025-05-24,81.1,GFS
KDEN,2025-05-25,58.8,GFS
KDEN,2025-05-26,60.0,GFS
KDEN,2025-05-27,70.1,GFS
KDEN,2025-05-28,66.1,GFS
KDEN,2025-05-29,65.4,GFS
KDEN,2025-05-30,80.9,GFS
KDEN,2025-05-31,75.9,GFS
KDEN,2025-06-01,86.0,GFS
KDEN,2025-06-02,77.1,GFS
KDEN,2025-06-03,80.0,GFS
KDEN,2025-06-04,70.2,GFS
KDEN,2025-06-05,70.3,GFS
KDEN,2025-06-06,66.4,GFS
KDEN,2025-06-07,81.2,GFS
KDEN,2025-06-08,79.9,GFS
KDEN,2025-06-09,78.5,GFS
KDEN,2025-06-10,87.7,GFS
KDEN,2025-06-11,87.0,GFS
KDEN,2025-06-12,87.2,GFS
KDEN,2025-06-13,86.1,GFS
KDEN,2025-06-14,92.3,GFS
KDEN,2025-06-15,93.9,GFS
KDEN,2025-06-16,91.2,GFS
KDEN,2025-06-17,87.4,GFS
KDEN,2025-06-18,80.6,GFS
KDEN,2025-06-19,93.3,GFS
KDEN,2025-06-20,97.2,GFS
KDEN,2025-06-21,97.1,GFS
KDEN,2025-06-22,96.0,GFS
KDEN,2025-06-23,89.7,GFS
KDEN,2025-06-24,77.3,GFS
KDEN,2025-06-25,77.1,GFS
KDEN,2025-06-26,86.2,GFS
KDEN,2025-06-27,90.9,GFS
KDEN,2025-06-28,94.1,GFS
KDEN,2025-06-29,91.8,GFS
KDEN,2025-06-30,82.8,GFS
KDEN,2025-07-01,91.8,GFS
KDEN,2025-07-02,92.1,GFS
KDEN,2025-07-03,91.7,GFS
KDEN,2025-07-04,89.7,GFS
KDEN,2025-07-05,90.3,GFS
KDEN,2025-07-06,89.7,GFS
KDEN,2025-07-07,90.6,GFS
KDEN,2025-07-08,94.5,GFS
KDEN,2025-07-09,99.2,GFS
KDEN,2025-07-10,97.1,GFS
KDEN,2025-07-11,86.4,GFS
KDEN,2025-07-12,83.7,GFS
KDEN,2025-07-13,89.3,GFS
KDEN,2025-07-14,92.4,GFS
KDEN,2025-07-15,93.2,GFS
KDEN,2025-07-16,87.4,GFS
KDEN,2025-07-17,87.4,GFS
KDEN,2025-07-18,91.0,GFS
KDEN,2025-07-19,90.2,GFS
KDEN,2025-07-20,91.0,GFS
KDEN,2025-07-21,94.3,GFS
KDEN,2025-07-22,90.8,GFS
KDEN,2025-07-23,81.7,GFS
KDEN,2025-07-24,85.5,GFS
KDEN,2025-07-25,89.8,GFS
KDEN,2025-07-26,94.2,GFS
KDEN,2025-07-27,95.5,GFS
KDEN,2025-07-28,96.4,GFS
KDEN,2025-07-29,95.7,GFS
KDEN,2025-07-30,79.1,GFS
KDEN,2025-07-31,85.0,GFS
KDEN,2025-08-01,85.1,GFS
KDEN,2025-08-02,88.8,GFS
KDEN,2025-08-03,87.0,GFS
KDEN,2025-08-04,95.2,GFS
KDEN,2025-08-05,97.3,GFS
KDEN,2025-08-06,96.0,GFS
KDEN,2025-08-07,99.9,GFS
KDEN,2025-08-08,95.1,GFS
KDEN,2025-08-09,89.7,GFS
KDEN,2025-08-10,83.9,GFS
KDEN,2025-08-11,81.8,GFS
KDEN,2025-08-12,88.8,GFS
KDEN,2025-08-13,96.9,GFS
KDEN,2025-08-14,96.7,GFS
KDEN,2025-08-15,93.7,GFS
KDEN,2025-08-16,88.0,GFS
KDEN,2025-08-17,90.3,GFS
KDEN,2025-08-18,89.2,GFS
KDEN,2025-08-19,90.2,GFS
KDEN,2025-08-20,93.2,GFS
KDEN,2025-08-21,94.4,GFS
KDEN,2025-08-22,91.9,GFS
KDEN,2025-08-23,83.4,GFS
KDEN,2025-08-24,79.8,GFS
KDEN,2025-08-25,72.4,GFS
KDEN,2025-08-26,77.1,GFS
KDEN,2025-08-27,78.1,GFS
KDEN,2025-08-28,80.8,GFS
KDEN,2025-08-29,80.1,GFS
KDEN,2025-08-30,76.8,GFS
KDEN,2025-08-31,80.4,GFS
KDEN,2025-09-01,81.6,GFS
KDEN,2025-09-02,84.2,GFS
KDEN,2025-09-03,84.4,GFS
KDEN,2025-09-04,85.6,GFS
KDEN,2025-09-05,82.4,GFS
KDEN,2025-09-06,81.0,GFS
KDEN,2025-09-07,83.2,GFS
KDEN,2025-09-08,85.8,GFS
KDEN,2025-09-09,84.8,GFS
KDEN,2025-09-10,90.1,GFS
KDEN,2025-09-11,87.6,GFS
KDEN,2025-09-12,82.2,GFS
KDEN,2025-09-13,75.5,GFS
KDEN,2025-09-14,71.7,GFS
KDEN,2025-09-15,83.3,GFS
KDEN,2025-09-16,80.9,GFS
KDEN,2025-09-17,69.9,GFS
KDEN,2025-09-18,71.2,GFS
KDEN,2025-09-19,78.9,GFS
KDEN,2025-09-20,79.2,GFS
KDEN,2025-09-21,79.1,GFS
KDEN,2025-09-22,76.2,GFS
KDEN,2025-09-23,67.1,GFS
KDEN,2025-09-24,68.1,GFS
KDEN,2025-09-25,77.3,GFS
KDEN,2025-09-26,81.7,GFS
KDEN,2025-09-27,80.1,GFS
KDEN,2025-09-28,78.8,GFS
KDEN,2025-09-29,74.7,GFS
KDEN,2025-09-30,77.4,GFS
KDEN,2025-10-01,77.1,GFS
KDEN,2025-10-02,82.6,GFS
KDEN,2025-10-03,86.0,GFS
KDEN,2025-10-04,80.0,GFS
KDEN,2025-10-05,69.8,GFS
KDEN,2025-10-06,56.0,GFS
KDEN,2025-10-07,58.8,GFS
KDEN,2025-10-08,78.9,GFS
KDEN,2025-10-09,82.3,GFS
KDEN,2025-10-10,75.5,GFS
KDEN,2025-10-11,63.6,GFS
KDEN,2025-10-12,67.7,GFS
KDEN,2025-10-13,61.0,GFS
KDEN,2025-10-14,77.8,GFS
KDEN,2025-10-15,75.1,GFS
KDEN,2025-10-16,72.9,GFS
KDEN,2025-10-17,64.3,GFS
KDEN,2025-10-18,61.0,GFS
KDEN,2025-10-19,76.4,GFS
KDEN,2025-10-20,70.8,GFS
KDEN,2025-10-21,70.7,GFS
KDEN,2025-10-22,70.8,GFS
KDEN,2025-10-23,69.2,GFS
KDEN,2025-10-24,62.7,GFS
KDEN,2025-10-25,71.0,GFS
KDEN,2025-10-26,69.4,GFS
KDEN,2025-10-27,60.7,GFS
KDEN,2025-10-28,46.6,GFS
KDEN,2025-10-29,60.9,GFS
KDEN,2025-10-30,52.9,GFS
KDEN,2025-10-31,47.3,GFS
KDEN,2025-11-01,62.3,GFS
KDEN,2025-11-02,81.3,GFS
KDEN,2025-11-03,69.8,GFS
KDEN,2025-11-04,73.2,GFS
KDEN,2025-11-05,71.2,GFS
KDEN,2025-11-06,68.3,GFS
KDEN,2025-11-07,62.2,GFS
KDEN,2025-11-08,51.9,GFS
KDEN,2025-11-09,47.1,GFS
KDEN,2025-11-10,72.5,GFS
KDEN,2025-11-11,68.1,GFS
KDEN,2025-11-12,66.3,GFS
KDEN,2025-11-13,72.1,GFS
KDEN,2025-11-14,74.9,GFS
KDEN,2025-11-15,71.1,GFS
KDEN,2025-11-16,69.7,GFS
KDEN,2025-11-17,58.9,GFS
KDEN,2025-11-18,62.6,GFS
KDEN,2025-11-19,63.4,GFS
KDEN,2025-11-20,53.0,GFS
KDEN,2025-11-21,45.7,GFS
KDEN,2025-11-22,55.2,GFS
KDEN,2025-11-23,52.6,GFS
KDEN,2025-11-24,54.9,GFS
KDEN,2025-11-25,47.0,GFS
KDEN,2025-11-26,40.1,GFS
KDEN,2025-11-27,54.6,GFS
KDEN,2025-11-28,58.9,GFS
KDEN,2025-11-29,50.5,GFS
KDEN,2025-11-30,24.7,GFS
KDEN,2025-12-01,37.8,GFS
KDEN,2025-12-02,47.9,GFS
KDEN,2025-12-03,38.8,GFS
KDEN,2025-12-04,38.4,GFS
KDEN,2025-12-05,36.6,GFS
KDEN,2025-12-06,47.5,GFS
KDEN,2025-12-07,44.9,GFS
KDEN,2025-12-08,53.5,GFS
KDEN,2025-12-09,60.8,GFS
KDEN,2025-12-10,58.8,GFS
KDEN,2025-12-11,66.9,GFS
KDEN,2025-12-12,60.9,GFS
KDEN,2025-12-13,63.1,GFS
KDEN,2025-12-14,65.5,GFS
KDEN,2025-12-15,66.8,GFS
KDEN,2025-12-16,66.0,GFS
KDEN,2025-12-17,68.5,GFS
KDEN,2025-12-18,59.4,GFS
KDEN,2025-12-19,68.6,GFS
KDEN,2025-12-20,57.4,GFS
KDEN,2025-12-21,65.4,GFS
KDEN,2025-12-22,75.1,GFS
KDEN,2025-12-23,65.9,GFS
KDEN,2025-12-24,70.4,GFS
KDEN,2025-12-25,69.0,GFS
KDEN,2025-12-26,64.8,GFS
KDEN,2025-12-27,58.8,GFS
KDEN,2025-12-28,45.6,GFS
KDEN,2025-12-29,37.4,GFS
KDEN,2025-12-30,50.7,GFS
KDEN,2025-12-31,63.6,GFS
KDEN,2026-01-01,62.0,GFS
KDEN,2026-01-02,58.1,GFS
KDEN,2026-01-03,63.4,GFS
KDEN,2026-01-04,65.7,GFS
KDEN,2026-01-05,59.1,GFS
KDEN,2026-01-06,56.2,GFS
KDEN,2026-01-07,57.3,GFS
KDEN,2026-01-08,46.0,GFS
KDEN,2026-01-09,32.4,GFS
KDEN,2026-01-10,43.3,GFS
KDEN,2026-01-11,56.3,GFS
KDEN,2026-01-12,62.2,GFS
KDEN,2026-01-13,61.3,GFS
KDEN,2026-01-14,53.5,GFS
KDEN,2026-01-15,60.0,GFS
KDEN,2026-01-16,51.4,GFS
KDEN,2026-01-17,34.7,GFS
KDEN,2026-01-18,49.6,GFS
KDEN,2026-01-19,39.5,GFS
KDEN,2026-01-20,52.1,GFS
KDEN,2026-01-21,48.4,GFS
KDEN,2026-01-22,38.4,GFS
KDEN,2026-01-23,29.7,GFS
KDEN,2026-01-24,16.2,GFS
KDEN,2026-01-25,26.2,GFS
KDEN,2026-01-26,44.9,GFS
KDEN,2026-01-27,48.2,GFS
KDEN,2026-01-28,49.0,GFS
KDEN,2026-01-29,45.6,GFS
KDEN,2026-01-30,47.0,GFS
KDEN,2026-01-31,56.1,GFS
KDEN,2026-02-01,61.9,GFS
KDEN,2026-02-02,54.8,GFS
KDEN,2026-02-03,47.8,GFS
KDEN,2026-02-04,51.0,GFS
KDEN,2026-02-05,63.8,GFS
KDEN,2026-02-06,65.3,GFS
KDEN,2026-02-07,63.2,GFS
KDEN,2026-02-08,64.0,GFS
KDEN,2026-02-09,69.2,GFS
KDEN,2026-02-10,59.1,GFS
KDEN,2026-02-11,57.2,GFS
KDEN,2026-02-12,58.8,GFS
KDEN,2026-02-13,55.4,GFS
KDEN,2026-02-14,55.5,GFS
KDEN,2026-02-15,66.6,GFS
KDEN,2026-02-16,66.1,GFS
KDEN,2026-02-17,58.2,GFS
KDEN,2026-02-18,52.6,GFS
KDEN,2026-02-19,48.6,GFS
KDEN,2026-02-20,31.7,GFS
KDEN,2026-02-21,44.3,GFS
KDEN,2026-02-22,51.7,GFS
KDEN,2026-02-23,64.9,GFS
KDEN,2026-02-24,69.4,GFS
KDEN,2026-02-25,65.7,GFS
KDEN,2024-11-21,52.1,ECMWF
KDEN,2024-11-22,63.5,ECMWF
KDEN,2024-11-23,65.4,ECMWF
KDEN,2024-11-24,60.3,ECMWF
KDEN,2024-11-25,45.7,ECMWF
KDEN,2024-11-26,52.5,ECMWF
KDEN,2024-11-27,46.7,ECMWF
KDEN,2024-11-28,31.9,ECMWF
KDEN,2024-11-29,39.9,ECMWF
KDEN,2024-11-30,42.7,ECMWF
KDEN,2024-12-01,46.2,ECMWF
KDEN,2024-12-02,47.2,ECMWF
KDEN,2024-12-03,58.2,ECMWF
KDEN,2024-12-04,55.3,ECMWF
KDEN,2024-12-05,45.7,ECMWF
KDEN,2024-12-06,55.3,ECMWF
KDEN,2024-12-07,57.1,ECMWF
KDEN,2024-12-08,54.0,ECMWF
KDEN,2024-12-09,43.0,ECMWF
KDEN,2024-12-10,35.5,ECMWF
KDEN,2024-12-11,48.8,ECMWF
KDEN,2024-12-12,50.7,ECMWF
KDEN,2024-12-13,46.9,ECMWF
KDEN,2024-12-14,54.7,ECMWF
KDEN,2024-12-15,52.5,ECMWF
KDEN,2024-12-16,45.1,ECMWF
KDEN,2024-12-17,49.5,ECMWF
KDEN,2024-12-18,51.6,ECMWF
KDEN,2024-12-19,57.8,ECMWF
KDEN,2024-12-20,61.0,ECMWF
KDEN,2024-12-21,61.5,ECMWF
KDEN,2024-12-22,60.3,ECMWF
KDEN,2024-12-23,53.9,ECMWF
KDEN,2024-12-24,52.6,ECMWF
KDEN,2024-12-25,48.5,ECMWF
KDEN,2024-12-26,48.1,ECMWF
KDEN,2024-12-27,46.3,ECMWF
KDEN,2024-12-28,51.8,ECMWF
KDEN,2024-12-29,59.4,ECMWF
KDEN,2024-12-30,50.0,ECMWF
KDEN,2024-12-31,37.2,ECMWF
KDEN,2025-01-01,42.0,ECMWF
KDEN,2025-01-02,49.0,ECMWF
KDEN,2025-01-03,47.8,ECMWF
KDEN,2025-01-04,35.5,ECMWF
KDEN,2025-01-05,27.0,ECMWF
KDEN,2025-01-06,37.4,ECMWF
KDEN,2025-01-07,28.4,ECMWF
KDEN,2025-01-08,34.2,ECMWF
KDEN,2025-01-09,28.3,ECMWF
KDEN,2025-01-10,33.8,ECMWF
KDEN,2025-01-11,39.1,ECMWF
KDEN,2025-01-12,32.8,ECMWF
KDEN,2025-01-13,35.1,ECMWF
KDEN,2025-01-14,36.6,ECMWF
KDEN,2025-01-15,46.1,ECMWF
KDEN,2025-01-16,57.7,ECMWF
KDEN,2025-01-17,48.2,ECMWF
KDEN,2025-01-18,28.8,ECMWF
KDEN,2025-01-19,17.7,ECMWF
KDEN,2025-01-20,11.7,ECMWF
KDEN,2025-01-21,33.7,ECMWF
KDEN,2025-01-22,28.1,ECMWF
KDEN,2025-01-23,26.7,ECMWF
KDEN,2025-01-24,42.4,ECMWF
KDEN,2025-01-25,32.4,ECMWF
KDEN,2025-01-26,21.4,ECMWF
KDEN,2025-01-27,44.1,ECMWF
KDEN,2025-01-28,44.7,ECMWF
KDEN,2025-01-29,46.0,ECMWF
KDEN,2025-01-30,42.7,ECMWF
KDEN,2025-01-31,55.3,ECMWF
KDEN,2025-02-01,56.7,ECMWF
KDEN,2025-02-02,64.4,ECMWF
KDEN,2025-02-03,68.1,ECMWF
KDEN,2025-02-04,45.7,ECMWF
KDEN,2025-02-05,61.6,ECMWF
KDEN,2025-02-06,55.2,ECMWF
KDEN,2025-02-07,63.1,ECMWF
KDEN,2025-02-08,54.4,ECMWF
KDEN,2025-02-09,36.9,ECMWF
KDEN,2025-02-10,35.3,ECMWF
KDEN,2025-02-11,28.7,ECMWF
KDEN,2025-02-12,14.4,ECMWF
KDEN,2025-02-13,33.4,ECMWF
KDEN,2025-02-14,48.9,ECMWF
KDEN,2025-02-15,38.0,ECMWF
KDEN,2025-02-16,42.1,ECMWF
KDEN,2025-02-17,30.6,ECMWF
KDEN,2025-02-18,23.2,ECMWF
KDEN,2025-02-19,26.4,ECMWF
KDEN,2025-02-20,27.0,ECMWF
KDEN,2025-02-21,34.6,ECMWF
KDEN,2025-02-22,46.3,ECMWF
KDEN,2025-02-23,59.3,ECMWF
KDEN,2025-02-24,63.6,ECMWF
KDEN,2025-02-25,66.5,ECMWF
KDEN,2025-02-26,57.2,ECMWF
KDEN,2025-02-27,62.1,ECMWF
KDEN,2025-02-28,63.8,ECMWF
KDEN,2025-03-01,64.3,ECMWF
KDEN,2025-03-02,65.3,ECMWF
KDEN,2025-03-03,63.3,ECMWF
KDEN,2025-03-04,46.2,ECMWF
KDEN,2025-03-05,51.1,ECMWF
KDEN,2025-03-06,55.1,ECMWF
KDEN,2025-03-07,45.7,ECMWF
KDEN,2025-03-08,48.5,ECMWF
KDEN,2025-03-09,66.1,ECMWF
KDEN,2025-03-10,69.8,ECMWF
KDEN,2025-03-11,67.4,ECMWF
KDEN,2025-03-12,65.0,ECMWF
KDEN,2025-03-13,65.6,ECMWF
KDEN,2025-03-14,63.8,ECMWF
KDEN,2025-03-15,45.8,ECMWF
KDEN,2025-03-16,60.4,ECMWF
KDEN,2025-03-17,70.9,ECMWF
KDEN,2025-03-18,66.5,ECMWF
KDEN,2025-03-19,41.7,ECMWF
KDEN,2025-03-20,57.7,ECMWF
KDEN,2025-03-21,55.5,ECMWF
KDEN,2025-03-22,61.6,ECMWF
KDEN,2025-03-23,59.4,ECMWF
KDEN,2025-03-24,70.6,ECMWF
KDEN,2025-03-25,69.1,ECMWF
KDEN,2025-03-26,74.6,ECMWF
KDEN,2025-03-27,75.2,ECMWF
KDEN,2025-03-28,75.3,ECMWF
KDEN,2025-03-29,70.6,ECMWF
KDEN,2025-03-30,52.0,ECMWF
KDEN,2025-03-31,61.6,ECMWF
KDEN,2025-04-01,54.4,ECMWF
KDEN,2025-04-02,46.6,ECMWF
KDEN,2025-04-03,44.8,ECMWF
KDEN,2025-04-04,38.5,ECMWF
KDEN,2025-04-05,40.0,ECMWF
KDEN,2025-04-06,55.3,ECMWF
KDEN,2025-04-07,65.0,ECMWF
KDEN,2025-04-08,71.4,ECMWF
KDEN,2025-04-09,70.4,ECMWF
KDEN,2025-04-10,68.6,ECMWF
KDEN,2025-04-11,80.3,ECMWF
KDEN,2025-04-12,84.9,ECMWF
KDEN,2025-04-13,82.1,ECMWF
KDEN,2025-04-14,56.9,ECMWF
KDEN,2025-04-15,70.7,ECMWF
KDEN,2025-04-16,75.7,ECMWF
